lat,lon,station_id,rental_uris,parking_hoop,parking_type,contact_phone,is_charging_station,vehicle_type_capacity
35.70339,139.561673,142,"{'ios': 'https://www.hellocycling.jp/app/port/detail/142?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/142?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/142?referrer=odpt'}",FALSE,street_parking,8.10504E+12,TRUE,"{'num_bikes_now': 2, 'num_bikes_limit': 7, 'num_bikes_parkable': 5, 'num_bikes_rentalable': 1}"
34.959013,137.159709,162,"{'ios': 'https://www.hellocycling.jp/app/port/detail/162?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/162?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/162?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 3, 'num_bikes_limit': 6, 'num_bikes_parkable': 3, 'num_bikes_rentalable': 3}"
34.954833,137.173806,163,"{'ios': 'https://www.hellocycling.jp/app/port/detail/163?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/163?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/163?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 1, 'num_bikes_limit': 12, 'num_bikes_parkable': 11, 'num_bikes_rentalable': 1}"
34.9580777,137.1598589,164,"{'ios': 'https://www.hellocycling.jp/app/port/detail/164?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/164?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/164?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 4, 'num_bikes_limit': 4, 'num_bikes_parkable': 0, 'num_bikes_rentalable': 4}"
35.777223,139.7192448,182,"{'ios': 'https://www.hellocycling.jp/app/port/detail/182?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/182?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/182?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 3, 'num_bikes_limit': 5, 'num_bikes_parkable': 2, 'num_bikes_rentalable': 1}"
35.705526,139.653978,184,"{'ios': 'https://www.hellocycling.jp/app/port/detail/184?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/184?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/184?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 4, 'num_bikes_limit': 4, 'num_bikes_parkable': 0, 'num_bikes_rentalable': 4}"
35.698742,139.744396,185,"{'ios': 'https://www.hellocycling.jp/app/port/detail/185?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/185?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/185?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 1, 'num_bikes_limit': 5, 'num_bikes_parkable': 4, 'num_bikes_rentalable': 1}"
35.894604,139.712935,188,"{'ios': 'https://www.hellocycling.jp/app/port/detail/188?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/188?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/188?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 6, 'num_bikes_limit': 6, 'num_bikes_parkable': 0, 'num_bikes_rentalable': 5}"
35.955439,139.650656,189,"{'ios': 'https://www.hellocycling.jp/app/port/detail/189?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/189?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/189?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 5, 'num_bikes_limit': 6, 'num_bikes_parkable': 1, 'num_bikes_rentalable': 4}"
35.923576,139.655688,191,"{'ios': 'https://www.hellocycling.jp/app/port/detail/191?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/191?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/191?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 6, 'num_bikes_limit': 6, 'num_bikes_parkable': 0, 'num_bikes_rentalable': 3}"
35.930472,139.604566,195,"{'ios': 'https://www.hellocycling.jp/app/port/detail/195?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/195?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/195?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 4, 'num_bikes_limit': 4, 'num_bikes_parkable': 0, 'num_bikes_rentalable': 4}"
35.879452,139.643929,198,"{'ios': 'https://www.hellocycling.jp/app/port/detail/198?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/198?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/198?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 1, 'num_bikes_limit': 3, 'num_bikes_parkable': 2, 'num_bikes_rentalable': 1}"
35.872215,139.651599,199,"{'ios': 'https://www.hellocycling.jp/app/port/detail/199?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/199?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/199?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 1, 'num_bikes_limit': 4, 'num_bikes_parkable': 3, 'num_bikes_rentalable': 1}"
35.863387,139.644323,200,"{'ios': 'https://www.hellocycling.jp/app/port/detail/200?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/200?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/200?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 9, 'num_bikes_limit': 9, 'num_bikes_parkable': 0, 'num_bikes_rentalable': 9}"
35.8725779,139.6417933,201,"{'ios': 'https://www.hellocycling.jp/app/port/detail/201?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/201?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/201?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 3, 'num_bikes_limit': 6, 'num_bikes_parkable': 3, 'num_bikes_rentalable': 3}"
35.904469,139.628921,202,"{'ios': 'https://www.hellocycling.jp/app/port/detail/202?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/202?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/202?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 0, 'num_bikes_limit': 6, 'num_bikes_parkable': 6, 'num_bikes_rentalable': 0}"
35.899438,139.626261,203,"{'ios': 'https://www.hellocycling.jp/app/port/detail/203?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/203?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/203?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 13, 'num_bikes_limit': 14, 'num_bikes_parkable': 1, 'num_bikes_rentalable': 13}"
35.837665,139.652098,204,"{'ios': 'https://www.hellocycling.jp/app/port/detail/204?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/204?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/204?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 1, 'num_bikes_limit': 6, 'num_bikes_parkable': 5, 'num_bikes_rentalable': 1}"
35.864546,139.646476,207,"{'ios': 'https://www.hellocycling.jp/app/port/detail/207?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/207?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/207?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 7, 'num_bikes_limit': 9, 'num_bikes_parkable': 2, 'num_bikes_rentalable': 7}"
34.488744,134.173451,213,"{'ios': 'https://www.hellocycling.jp/app/port/detail/213?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/213?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/213?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 9, 'num_bikes_limit': 10, 'num_bikes_parkable': 1, 'num_bikes_rentalable': 9}"
34.488537,134.17275,214,"{'ios': 'https://www.hellocycling.jp/app/port/detail/214?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/214?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/214?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 11, 'num_bikes_limit': 20, 'num_bikes_parkable': 9, 'num_bikes_rentalable': 11}"
34.4548059,134.3229776,219,"{'ios': 'https://www.hellocycling.jp/app/port/detail/219?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/219?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/219?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 14, 'num_bikes_limit': 20, 'num_bikes_parkable': 6, 'num_bikes_rentalable': 13}"
34.470778,134.23641,222,"{'ios': 'https://www.hellocycling.jp/app/port/detail/222?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/222?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/222?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 2, 'num_bikes_limit': 4, 'num_bikes_parkable': 2, 'num_bikes_rentalable': 2}"
34.478995,134.188748,224,"{'ios': 'https://www.hellocycling.jp/app/port/detail/224?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/224?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/224?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 8, 'num_bikes_limit': 12, 'num_bikes_parkable': 4, 'num_bikes_rentalable': 8}"
34.472815,134.273344,225,"{'ios': 'https://www.hellocycling.jp/app/port/detail/225?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/225?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/225?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 0, 'num_bikes_limit': 10, 'num_bikes_parkable': 10, 'num_bikes_rentalable': 0}"
34.445675,134.284736,228,"{'ios': 'https://www.hellocycling.jp/app/port/detail/228?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/228?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/228?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 4, 'num_bikes_limit': 15, 'num_bikes_parkable': 11, 'num_bikes_rentalable': 4}"
34.503302,134.241802,231,"{'ios': 'https://www.hellocycling.jp/app/port/detail/231?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/231?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/231?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 3, 'num_bikes_limit': 10, 'num_bikes_parkable': 7, 'num_bikes_rentalable': 3}"
34.469662,134.274592,232,"{'ios': 'https://www.hellocycling.jp/app/port/detail/232?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/232?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/232?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 7, 'num_bikes_limit': 8, 'num_bikes_parkable': 1, 'num_bikes_rentalable': 7}"
34.5079878,134.2964311,234,"{'ios': 'https://www.hellocycling.jp/app/port/detail/234?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/234?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/234?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 6, 'num_bikes_limit': 10, 'num_bikes_parkable': 4, 'num_bikes_rentalable': 6}"
34.542869,134.343629,235,"{'ios': 'https://www.hellocycling.jp/app/port/detail/235?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/235?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/235?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 3, 'num_bikes_limit': 8, 'num_bikes_parkable': 5, 'num_bikes_rentalable': 3}"
34.476618,134.17306,236,"{'ios': 'https://www.hellocycling.jp/app/port/detail/236?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/236?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/236?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 0, 'num_bikes_limit': 4, 'num_bikes_parkable': 4, 'num_bikes_rentalable': 0}"
34.499629,134.167742,238,"{'ios': 'https://www.hellocycling.jp/app/port/detail/238?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/238?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/238?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 2, 'num_bikes_limit': 4, 'num_bikes_parkable': 2, 'num_bikes_rentalable': 2}"
35.699899,139.77528,239,"{'ios': 'https://www.hellocycling.jp/app/port/detail/239?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/239?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/239?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 0, 'num_bikes_limit': 1, 'num_bikes_parkable': 0, 'num_bikes_rentalable': 0}"
34.472034,134.231216,241,"{'ios': 'https://www.hellocycling.jp/app/port/detail/241?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/241?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/241?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 3, 'num_bikes_limit': 4, 'num_bikes_parkable': 1, 'num_bikes_rentalable': 3}"
34.488644,134.171796,242,"{'ios': 'https://www.hellocycling.jp/app/port/detail/242?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/242?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/242?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 4, 'num_bikes_limit': 7, 'num_bikes_parkable': 3, 'num_bikes_rentalable': 4}"
34.470542,134.270745,246,"{'ios': 'https://www.hellocycling.jp/app/port/detail/246?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/246?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/246?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 4, 'num_bikes_limit': 4, 'num_bikes_parkable': 0, 'num_bikes_rentalable': 4}"
34.486277,134.185912,248,"{'ios': 'https://www.hellocycling.jp/app/port/detail/248?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/248?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/248?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 0, 'num_bikes_limit': 12, 'num_bikes_parkable': 12, 'num_bikes_rentalable': 0}"
34.47858,134.299235,252,"{'ios': 'https://www.hellocycling.jp/app/port/detail/252?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/252?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/252?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 33, 'num_bikes_limit': 35, 'num_bikes_parkable': 2, 'num_bikes_rentalable': 11}"
34.737077,135.336014,254,"{'ios': 'https://www.hellocycling.jp/app/port/detail/254?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/254?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/254?referrer=odpt'}",FALSE,street_parking,8.10504E+12,TRUE,"{'num_bikes_now': 7, 'num_bikes_limit': 13, 'num_bikes_parkable': 6, 'num_bikes_rentalable': 5}"
34.736249,135.342873,260,"{'ios': 'https://www.hellocycling.jp/app/port/detail/260?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/260?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/260?referrer=odpt'}",FALSE,street_parking,8.10504E+12,TRUE,"{'num_bikes_now': 1, 'num_bikes_limit': 4, 'num_bikes_parkable': 3, 'num_bikes_rentalable': 1}"
34.724732,135.361237,268,"{'ios': 'https://www.hellocycling.jp/app/port/detail/268?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/268?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/268?referrer=odpt'}",FALSE,street_parking,8.10504E+12,TRUE,"{'num_bikes_now': 4, 'num_bikes_limit': 6, 'num_bikes_parkable': 2, 'num_bikes_rentalable': 4}"
35.956806,139.682034,271,"{'ios': 'https://www.hellocycling.jp/app/port/detail/271?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/271?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/271?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 0, 'num_bikes_limit': 5, 'num_bikes_parkable': 5, 'num_bikes_rentalable': 0}"
35.94181,139.644071,275,"{'ios': 'https://www.hellocycling.jp/app/port/detail/275?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/275?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/275?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 0, 'num_bikes_limit': 5, 'num_bikes_parkable': 5, 'num_bikes_rentalable': 0}"
35.9503205,139.6468674,276,"{'ios': 'https://www.hellocycling.jp/app/port/detail/276?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/276?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/276?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 8, 'num_bikes_limit': 11, 'num_bikes_parkable': 3, 'num_bikes_rentalable': 4}"
35.948431,139.641417,277,"{'ios': 'https://www.hellocycling.jp/app/port/detail/277?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/277?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/277?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 4, 'num_bikes_limit': 9, 'num_bikes_parkable': 5, 'num_bikes_rentalable': 0}"
35.951022,139.60033,280,"{'ios': 'https://www.hellocycling.jp/app/port/detail/280?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/280?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/280?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 2, 'num_bikes_limit': 4, 'num_bikes_parkable': 2, 'num_bikes_rentalable': 2}"
35.95326,139.623183,281,"{'ios': 'https://www.hellocycling.jp/app/port/detail/281?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/281?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/281?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 5, 'num_bikes_limit': 6, 'num_bikes_parkable': 1, 'num_bikes_rentalable': 5}"
35.897446,139.605133,287,"{'ios': 'https://www.hellocycling.jp/app/port/detail/287?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/287?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/287?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 8, 'num_bikes_limit': 8, 'num_bikes_parkable': 0, 'num_bikes_rentalable': 7}"
35.91876,139.61327,288,"{'ios': 'https://www.hellocycling.jp/app/port/detail/288?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/288?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/288?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 5, 'num_bikes_limit': 5, 'num_bikes_parkable': 0, 'num_bikes_rentalable': 4}"
35.919953,139.617038,289,"{'ios': 'https://www.hellocycling.jp/app/port/detail/289?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/289?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/289?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 5, 'num_bikes_limit': 6, 'num_bikes_parkable': 1, 'num_bikes_rentalable': 5}"
35.911497,139.614996,290,"{'ios': 'https://www.hellocycling.jp/app/port/detail/290?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/290?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/290?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 5, 'num_bikes_limit': 5, 'num_bikes_parkable': 0, 'num_bikes_rentalable': 5}"
35.859671,139.652126,291,"{'ios': 'https://www.hellocycling.jp/app/port/detail/291?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/291?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/291?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 3, 'num_bikes_limit': 4, 'num_bikes_parkable': 1, 'num_bikes_rentalable': 2}"
35.873153,139.65771,292,"{'ios': 'https://www.hellocycling.jp/app/port/detail/292?referrer=odpt', 'web': 'https://www.hellocycling.jp/app/port/detail/292?referrer=odpt', 'android': 'https://www.hellocycling.jp/app/port/detail/292?referrer=odpt'}",FALSE,street_parking,8.10504E+12,FALSE,"{'num_bikes_now': 5, 'num_bikes_limit': 5, 'num_bikes_parkable': 0, 'num_bikes_rentalable': 5}"
